profile,patients,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,m11,m22,m33,m44,m55,m66,inff
5,51,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,4,0,0,1,0,1,0,1,2,1,1,0,0,1,3,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,51,2,0,0,2,1,2,0,4,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,3,1,1,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,3,2,0,0,2,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,51,2,1,1,0,2,0,1,0,2,1,0,0,2,1,0,0,1,0,1,1,1,3,3,0,3,1,1,0,2,2,2,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8,51,3,1,0,1,0,2,1,2,2,2,1,0,0,1,0,1,0,0,0,1,1,1,3,4,0,1,0,1,2,2,0,1,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,51,2,1,0,2,1,0,2,1,1,1,1,0,1,0,1,1,2,0,1,0,0,2,1,2,1,0,1,1,0,2,0,0,3,1,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10,51,2,0,1,1,1,1,1,0,1,1,1,2,0,0,2,3,3,1,2,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,1,0,1,2,1,0,0,1,1,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,51,1,0,3,1,0,2,0,1,1,0,1,0,0,1,1,3,1,3,1,1,0,1,0,0,2,0,4,1,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12,51,1,1,1,1,0,1,2,0,1,0,0,1,2,2,0,0,3,0,2,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,2,0,2,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,51,1,1,2,3,2,0,0,3,1,0,1,2,1,0,2,3,0,2,1,1,0,4,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,51,2,1,1,1,2,0,2,1,1,0,3,3,1,0,1,0,1,0,0,0,3,1,0,0,0,1,1,1,2,0,1,1,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,51,1,1,1,0,0,1,0,1,1,0,1,2,1,1,1,0,0,2,0,0,2,1,2,3,3,0,0,0,2,1,0,1,0,1,0,3,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,52,1,0,1,0,0,1,0,0,0,2,3,0,0,0,1,0,0,1,0,1,0,0,1,4,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,52,1,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,2,0,0,0,1,2,1,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
3,52,1,0,2,0,0,0,0,1,2,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,2,2,0,2,1,1,0,0,1,0,1,0,0,2,2,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
4,52,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,1,3,1,1,1,0,1,1,0,0,0,2,0,2,1,1,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5,52,2,0,0,1,0,1,0,0,0,1,1,1,3,0,2,0,0,0,0,1,1,2,2,1,2,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,2,0,2,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6,52,2,1,1,2,0,1,2,1,0,0,3,3,1,2,1,1,0,1,0,0,2,0,1,1,1,0,1,1,1,2,1,3,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,52,3,1,1,0,1,3,4,2,2,0,2,0,0,1,0,0,1,1,1,2,2,1,0,0,0,0,1,1,0,3,2,3,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
8,52,0,0,0,1,1,2,3,0,4,0,2,0,0,0,0,2,2,0,0,0,4,0,1,1,1,0,0,1,1,1,0,0,2,0,2,2,1,2,1,0,0,2,0,2,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,52,1,0,2,0,0,1,2,0,1,1,1,2,0,0,0,0,0,1,1,2,0,0,0,0,1,2,2,2,0,1,0,1,0,3,0,0,1,3,2,0,0,1,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,52,1,5,1,2,0,2,2,1,1,1,0,0,0,0,2,2,1,1,1,1,0,1,0,1,0,0,4,1,0,0,1,1,0,0,0,0,0,0,2,0,2,2,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11,52,2,0,1,0,0,2,2,0,4,1,2,2,1,2,2,0,2,0,1,0,0,2,1,0,2,1,0,1,3,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12,52,1,0,2,1,0,2,0,1,1,0,2,2,1,2,0,2,1,1,1,0,1,2,1,2,2,2,1,0,2,2,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,52,3,0,1,0,1,0,1,1,3,0,0,0,0,1,1,1,3,1,0,0,2,1,0,1,0,1,1,2,2,2,0,2,1,2,0,2,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,52,2,1,1,0,0,2,1,1,1,2,0,1,1,1,0,2,0,0,1,2,1,2,1,0,0,2,2,2,2,0,0,2,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,2,0,1,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,52,1,0,0,0,1,1,1,2,0,1,1,1,0,2,5,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,2,2,2,0,1,0,0,2,0,0,0,0,0,2,2,1,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,53,3,0,0,0,0,1,0,1,1,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,2,0,1,1,0,1,0,1,0,1,0,1,0,2,0,1,3,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0
2,53,0,0,1,1,0,1,0,0,0,0,0,3,1,0,1,0,1,1,0,1,3,0,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,2,0,0,2,3,0,0,1,0,0,1,0,0,0,3,2,0,1,1,2,0,0,1,0,0,0,0
3,53,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,1,0,0,1,0,2,0,1,1,0,0,0,0,1,0,2,1,0,0,1,1,0,1,3,0,1,1,1,0,3,1,0,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
4,53,1,0,2,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,2,2,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,2,1,0,0,1,0,1,1,2,0,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
5,53,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,3,1,1,2,0,3,0,1,0,1,0,1,1,0,0,0,2,0,1,0,1,1,0,0,2,0,1,0,0,1,0,1,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0
6,53,1,1,1,0,1,0,0,2,3,3,0,1,0,0,0,0,0,0,1,1,2,1,0,2,0,0,3,0,2,0,0,3,0,1,0,2,0,3,0,2,1,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,53,1,1,1,0,1,0,0,1,3,3,1,1,0,1,1,1,1,0,0,0,2,1,0,2,0,1,1,2,0,1,0,0,0,0,0,2,2,1,1,2,0,2,0,1,1,0,3,1,2,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,53,2,4,2,1,0,2,1,1,1,3,0,1,1,1,0,1,0,0,0,1,2,0,0,3,1,1,1,1,1,1,2,1,0,1,2,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,53,2,0,0,2,1,2,2,1,3,1,0,5,1,2,1,2,0,1,0,1,1,0,2,1,0,0,1,0,1,1,0,1,1,1,2,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10,53,1,1,0,1,3,1,1,1,1,0,0,0,1,1,4,0,0,0,1,1,1,2,2,2,0,2,0,0,1,0,0,1,1,1,0,1,0,0,2,2,1,1,0,0,1,1,1,1,0,0,2,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,53,2,0,3,1,0,0,1,1,2,1,0,2,2,0,0,0,1,1,1,0,3,0,0,0,2,1,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,3,0,1,2,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
12,53,1,1,0,2,3,2,1,0,0,0,1,2,0,2,0,0,0,0,1,1,2,2,2,0,0,0,1,0,1,2,0,1,1,0,3,0,0,2,0,2,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,53,3,2,3,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,2,1,0,2,1,2,1,2,3,0,0,2,0,0,1,0,0,1,0,2,1,1,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14,53,3,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,2,2,0,0,1,2,0,1,0,2,2,1,1,1,0,0,1,0,2,0,1,0,0,1,0,1,1,2,1,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,53,1,0,1,3,0,0,2,1,1,3,2,2,1,1,3,0,3,0,0,1,0,0,2,1,0,1,0,0,1,0,2,2,1,1,0,0,1,1,2,0,0,1,0,1,0,1,1,1,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,54,0,1,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,2,0,1,3,1,1,0,0,0,1,1,0,1,2,0,1,0,0,1,0,0,1,0,1,1,0,3,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0
2,54,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,2,0,1,0,0,2,0,1,2,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,3,0,2,1,1,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,1,1,1,2,0,0,2,1,0,0,1,0,0,0
3,54,3,0,1,0,2,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2,0,2,0,0,0,0,0,1,1,2,1,0,0,0,3,0,2,0,2,0,0,0,3,1,0,0,1,1,1,0,2,2,1,2,0,0,0,1,1,1,0,0,1,0,0,0
4,54,0,1,0,3,1,0,0,0,0,2,0,0,1,1,1,0,1,2,0,0,1,1,1,2,2,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,2,1,0,0,1,0,3,1,1,0,0,2,0,0,0,1,0,0,1,0,0,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0
5,54,2,1,1,0,1,0,0,0,2,0,1,2,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,3,2,0,1,1,0,0,1,0,1,1,1,2,0,1,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,1,2,0,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
6,54,0,1,3,3,0,1,1,1,1,0,0,1,0,0,2,3,2,0,1,1,1,2,1,1,3,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,2,1,0,0,0,0,1,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7,54,2,0,1,0,3,1,2,0,3,0,1,1,0,0,1,4,1,0,2,1,0,1,1,1,0,0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,54,1,1,0,3,2,1,1,1,3,0,0,1,2,2,1,1,0,0,0,1,1,0,1,2,0,2,2,2,2,0,0,0,1,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,54,1,3,1,0,1,2,0,0,2,1,1,5,1,0,0,0,2,1,3,3,0,0,0,3,0,0,2,2,0,0,0,2,2,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,54,0,2,1,3,2,0,1,0,1,4,1,1,0,3,1,0,0,4,2,0,2,2,0,2,2,1,1,0,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,54,3,1,0,2,2,0,1,1,1,1,1,1,0,3,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,3,1,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12,54,1,1,0,1,1,0,2,1,1,2,2,2,2,0,0,2,0,2,2,0,3,1,2,1,0,2,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13,54,1,2,0,1,2,4,2,1,2,2,1,1,1,2,0,0,2,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
14,54,3,0,0,1,1,2,0,1,3,1,0,1,0,3,0,2,0,1,0,2,0,0,2,1,1,3,0,2,0,0,1,3,1,0,2,2,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,54,0,2,1,1,1,2,0,0,2,1,3,1,1,3,1,2,2,0,0,2,2,1,1,1,1,0,1,1,0,1,2,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,55,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,1,0,1,2,1,0,2,1,1,1,1,1,0,1,1,0,1,2,1,0,0,1,2,1,2,1,1,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,55,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,2,1,0,1,2,0,1,2,2,1,0,1,0,0,1,0,0,0
3,55,0,1,1,1,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,3,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,1,0,1,1,0,0,0,0,1,1,2,0,0,0,2,1,1,1,2,1,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0
4,55,0,4,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,1,1,0,3,0,1,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,2,0,1,0,3,0,0,1,2,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,1,2,0,1,0,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5,55,1,0,3,1,1,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,2,3,1,0,1,1,0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,2,2,2,1,0,0,0,2,1,1,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0
6,55,1,2,0,0,0,0,2,1,1,0,1,2,1,5,0,1,1,0,1,0,0,1,5,0,1,2,3,1,0,0,0,0,0,2,0,0,3,0,2,0,2,2,1,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
7,55,2,1,4,0,2,3,1,0,1,1,1,1,0,0,1,2,2,1,0,2,1,0,2,1,0,0,0,1,1,0,1,0,1,0,4,0,0,2,0,0,1,1,1,2,0,0,1,2,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8,55,2,3,2,3,2,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,4,3,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,55,1,0,3,0,3,0,2,0,2,0,1,1,1,2,1,4,2,2,0,0,0,0,1,2,1,1,1,0,1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10,55,2,3,3,0,2,1,2,0,0,1,1,2,1,0,0,2,0,2,0,0,0,1,3,1,0,2,1,1,1,2,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,55,0,4,1,2,0,0,1,2,4,1,1,0,2,0,0,1,0,2,3,1,1,1,1,1,1,1,1,1,0,2,0,1,0,2,0,0,2,0,1,2,2,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,55,1,0,1,1,1,0,1,1,1,2,1,1,1,1,1,0,2,0,1,0,2,2,0,2,0,1,0,1,0,0,1,0,3,0,1,1,1,1,0,0,1,1,0,1,2,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
13,55,2,0,0,0,0,1,1,2,0,0,0,0,5,0,0,1,2,2,1,1,1,3,0,0,1,0,3,1,2,1,2,0,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
